location,date,value
28,2021-05-22,16
28,2021-05-29,10
28,2021-06-05,10
28,2021-06-12,13
28,2021-06-19,9
28,2021-06-26,9
28,2021-07-03,7
28,2021-07-10,1
28,2021-07-17,6
28,2021-07-24,6
28,2021-07-31,3
28,2021-08-07,0
28,2021-08-14,4
28,2021-08-21,5
28,2021-08-28,19
28,2021-09-04,19
28,2021-09-11,5
28,2021-09-18,2
28,2021-09-25,3
28,2021-10-02,1
28,2021-10-09,3
28,2021-10-16,6
28,2021-10-23,14
28,2021-10-30,3
28,2021-11-06,6
28,2021-11-13,10
28,2021-11-20,10
28,2021-11-27,18
28,2021-12-04,22
28,2021-12-11,8
28,2021-12-18,19
28,2021-12-25,32
28,2022-01-01,54
28,2022-01-08,35
28,2022-01-15,36
28,2022-01-22,17
28,2022-01-29,14
28,2022-02-05,22
28,2022-02-12,22
28,2022-02-19,27
28,2022-02-26,31
28,2022-03-05,34
28,2022-03-12,32
28,2022-03-19,36
28,2022-03-26,38
28,2022-04-02,20
28,2022-04-09,34
28,2022-04-16,23
28,2022-04-23,20
28,2022-04-30,26
28,2022-05-07,21
28,2022-05-14,30
28,2022-05-21,27
28,2022-05-28,22
28,2022-06-04,23
28,2022-06-11,13
28,2022-06-18,19
28,2022-06-25,19
28,2022-07-02,17
28,2022-07-09,24
28,2022-07-16,18
28,2022-07-23,24
28,2022-07-30,17
28,2022-08-06,21
28,2022-08-13,13
28,2022-08-20,16
28,2022-08-27,15
28,2022-09-03,19
28,2022-09-10,22
28,2022-09-17,32
28,2022-09-24,20
28,2022-10-01,35
28,2022-10-08,58
28,2022-10-15,70
28,2022-10-22,90
28,2022-10-29,165
28,2022-11-05,255
28,2022-11-12,258
28,2022-11-19,243
28,2022-11-26,282
28,2022-12-03,258
28,2022-12-10,171
28,2022-12-17,133
28,2022-12-24,86
28,2022-12-31,121
29,2021-01-02,8
29,2021-01-09,18
29,2021-01-16,12
29,2021-01-23,13
29,2021-01-30,13
29,2021-02-06,6
29,2021-02-13,13
29,2021-02-20,20
29,2021-02-27,13
29,2021-03-06,7
29,2021-03-13,1
29,2021-03-20,12
29,2021-03-27,2
29,2021-04-03,3
29,2021-04-10,9
29,2021-04-17,11
29,2021-04-24,13
29,2021-05-01,6
29,2021-05-08,3
29,2021-05-15,6
29,2021-05-22,2
29,2021-05-29,3
29,2021-06-05,0
29,2021-06-12,15
29,2021-06-19,0
29,2021-06-26,2
29,2021-07-03,6
29,2021-07-10,3
29,2021-07-17,2
29,2021-07-24,3
29,2021-07-31,3
29,2021-08-07,3
29,2021-08-14,3
29,2021-08-21,5
29,2021-08-28,3
29,2021-09-04,2
29,2021-09-11,2
29,2021-09-18,1
29,2021-09-25,4
29,2021-10-02,5
29,2021-10-09,1
29,2021-10-16,6
29,2021-10-23,1
29,2021-10-30,13
29,2021-11-06,6
29,2021-11-13,11
29,2021-11-20,8
29,2021-11-27,15
29,2021-12-04,31
29,2021-12-11,39
29,2021-12-18,53
29,2021-12-25,85
29,2022-01-01,126
29,2022-01-08,74
29,2022-01-15,74
29,2022-01-22,50
29,2022-01-29,54
29,2022-02-05,56
29,2022-02-12,42
29,2022-02-19,60
29,2022-02-26,57
29,2022-03-05,77
29,2022-03-12,67
29,2022-03-19,96
29,2022-03-26,84
29,2022-04-02,97
29,2022-04-09,78
29,2022-04-16,78
29,2022-04-23,70
29,2022-04-30,59
29,2022-05-07,68
29,2022-05-14,39
29,2022-05-21,37
29,2022-05-28,20
29,2022-06-04,33
29,2022-06-11,19
29,2022-06-18,24
29,2022-06-25,18
29,2022-07-02,14
29,2022-07-09,15
29,2022-07-16,14
29,2022-07-23,18
29,2022-07-30,14
29,2022-08-06,22
29,2022-08-13,17
29,2022-08-20,11
29,2022-08-27,6
29,2022-09-03,10
29,2022-09-10,4
29,2022-09-17,6
29,2022-09-24,7
29,2022-10-01,14
29,2022-10-08,6
29,2022-10-15,12
29,2022-10-22,23
29,2022-10-29,56
29,2022-11-05,71
29,2022-11-12,115
29,2022-11-19,221
29,2022-11-26,548
29,2022-12-03,861
29,2022-12-10,861
29,2022-12-17,717
29,2022-12-24,548
29,2022-12-31,642
30,2021-01-02,0
30,2021-01-09,0
30,2021-01-16,0
30,2021-01-23,0
30,2021-01-30,0
30,2021-02-06,0
30,2021-02-13,0
30,2021-02-20,0
30,2021-02-27,1
30,2021-03-06,0
30,2021-03-13,0
30,2021-03-20,0
30,2021-03-27,0
30,2021-04-03,0
30,2021-04-10,2
30,2021-04-17,0
30,2021-04-24,0
30,2021-05-01,0
30,2021-05-08,0
30,2021-05-15,0
30,2021-05-22,0
30,2021-05-29,0
30,2021-06-05,0
30,2021-06-12,0
30,2021-06-19,1
30,2021-06-26,0
30,2021-07-03,0
30,2021-07-10,0
30,2021-07-17,0
30,2021-07-24,0
30,2021-07-31,0
30,2021-08-07,0
30,2021-08-14,0
30,2021-08-21,0
30,2021-08-28,0
30,2021-09-04,0
30,2021-09-11,1
30,2021-09-18,7
30,2021-09-25,0
30,2021-10-02,0
30,2021-10-09,0
30,2021-10-16,0
30,2021-10-23,0
30,2021-10-30,0
30,2021-11-06,0
30,2021-11-13,0
30,2021-11-20,0
30,2021-11-27,0
30,2021-12-04,0
30,2021-12-11,1
30,2021-12-18,3
30,2021-12-25,3
30,2022-01-01,17
30,2022-01-08,21
30,2022-01-15,13
30,2022-01-22,13
30,2022-01-29,5
30,2022-02-05,10
30,2022-02-12,13
30,2022-02-19,9
30,2022-02-26,15
30,2022-03-05,19
30,2022-03-12,15
30,2022-03-19,17
30,2022-03-26,21
30,2022-04-02,36
30,2022-04-09,18
30,2022-04-16,18
30,2022-04-23,19
30,2022-04-30,17
30,2022-05-07,21
30,2022-05-14,11
30,2022-05-21,7
30,2022-05-28,14
30,2022-06-04,22
30,2022-06-11,10
30,2022-06-18,1
30,2022-06-25,0
30,2022-07-02,4
30,2022-07-09,3
30,2022-07-16,1
30,2022-07-23,0
30,2022-07-30,0
30,2022-08-06,0
30,2022-08-13,0
30,2022-08-20,1
30,2022-08-27,0
30,2022-09-03,0
30,2022-09-10,0
30,2022-09-17,1
30,2022-09-24,0
30,2022-10-01,2
30,2022-10-08,0
30,2022-10-15,0
30,2022-10-22,0
30,2022-10-29,5
30,2022-11-05,5
30,2022-11-12,12
30,2022-11-19,12
30,2022-11-26,50
30,2022-12-03,71
30,2022-12-10,104
30,2022-12-17,96
30,2022-12-24,64
30,2022-12-31,86
31,2021-01-02,0
31,2021-01-09,2
31,2021-01-16,2
31,2021-01-23,1
31,2021-01-30,1
31,2021-02-06,1
31,2021-02-13,0
31,2021-02-20,5
31,2021-02-27,6
31,2021-03-06,2
31,2021-03-13,2
31,2021-03-20,0
31,2021-03-27,1
31,2021-04-03,2
31,2021-04-10,0
31,2021-04-17,0
31,2021-04-24,0
31,2021-05-01,0
31,2021-05-08,0
31,2021-05-15,0
31,2021-05-22,3
31,2021-05-29,0
31,2021-06-05,0
31,2021-06-12,0
31,2021-06-19,0
31,2021-06-26,0
31,2021-07-03,0
31,2021-07-10,0
31,2021-07-17,0
31,2021-07-24,0
31,2021-07-31,0
31,2021-08-07,0
31,2021-08-14,0
31,2021-08-21,0
31,2021-08-28,1
31,2021-09-04,0
31,2021-09-11,2
31,2021-09-18,0
31,2021-09-25,1
31,2021-10-02,0
31,2021-10-09,1
31,2021-10-16,0
31,2021-10-23,0
31,2021-10-30,0
31,2021-11-06,0
31,2021-11-13,0
31,2021-11-20,0
31,2021-11-27,5
31,2021-12-04,19
31,2021-12-11,18
31,2021-12-18,13
31,2021-12-25,30
31,2022-01-01,45
31,2022-01-08,32
31,2022-01-15,24
31,2022-01-22,19
31,2022-01-29,29
31,2022-02-05,30
31,2022-02-12,29
31,2022-02-19,34
31,2022-02-26,36
31,2022-03-05,60
31,2022-03-12,39
31,2022-03-19,70
31,2022-03-26,50
31,2022-04-02,22
31,2022-04-09,35
31,2022-04-16,29
31,2022-04-23,19
31,2022-04-30,14
31,2022-05-07,4
31,2022-05-14,4
31,2022-05-21,7
31,2022-05-28,3
31,2022-06-04,9
31,2022-06-11,6
31,2022-06-18,3
31,2022-06-25,7
31,2022-07-02,8
31,2022-07-09,8
31,2022-07-16,4
31,2022-07-23,1
31,2022-07-30,4
31,2022-08-06,2
31,2022-08-13,0
31,2022-08-20,7
31,2022-08-27,8
31,2022-09-03,8
31,2022-09-10,4
31,2022-09-17,7
31,2022-09-24,9
31,2022-10-01,11
31,2022-10-08,22
31,2022-10-15,9
31,2022-10-22,14
31,2022-10-29,16
31,2022-11-05,28
31,2022-11-12,21
31,2022-11-19,43
31,2022-11-26,62
31,2022-12-03,97
31,2022-12-10,133
31,2022-12-17,173
31,2022-12-24,137
31,2022-12-31,135
32,2021-01-02,15
32,2021-01-09,6
32,2021-01-16,12
32,2021-01-23,2
32,2021-01-30,3
32,2021-02-06,4
32,2021-02-13,0
32,2021-02-20,4
32,2021-02-27,7
32,2021-03-06,8
32,2021-03-13,3
32,2021-03-20,7
32,2021-03-27,1
32,2021-04-03,3
32,2021-04-10,1
32,2021-04-17,5
32,2021-04-24,5
32,2021-05-01,6
32,2021-05-08,2
32,2021-05-15,1
32,2021-05-22,0
32,2021-05-29,1
32,2021-06-05,0
32,2021-06-12,2
32,2021-06-19,7
32,2021-06-26,2
32,2021-07-03,1
32,2021-07-10,2
32,2021-07-17,4
32,2021-07-24,1
32,2021-07-31,0
32,2021-08-07,0
32,2021-08-14,4
32,2021-08-21,2
32,2021-08-28,5
32,2021-09-04,0
32,2021-09-11,1
32,2021-09-18,2
32,2021-09-25,1
32,2021-10-02,5
32,2021-10-09,5
32,2021-10-16,6
32,2021-10-23,4
32,2021-10-30,2
32,2021-11-06,5
32,2021-11-13,6
32,2021-11-20,9
32,2021-11-27,8
32,2021-12-04,7
32,2021-12-11,6
32,2021-12-18,3
32,2021-12-25,9
32,2022-01-01,8
32,2022-01-08,17
32,2022-01-15,3
32,2022-01-22,5
32,2022-01-29,9
32,2022-02-05,4
32,2022-02-12,6
32,2022-02-19,8
32,2022-02-26,9
32,2022-03-05,20
32,2022-03-12,25
32,2022-03-19,37
32,2022-03-26,43
32,2022-04-02,59
32,2022-04-09,96
32,2022-04-16,73
32,2022-04-23,76
32,2022-04-30,53
32,2022-05-07,44
32,2022-05-14,81
32,2022-05-21,85
32,2022-05-28,76
32,2022-06-04,64
32,2022-06-11,86
32,2022-06-18,48
32,2022-06-25,30
32,2022-07-02,24
32,2022-07-09,18
32,2022-07-16,16
32,2022-07-23,3
32,2022-07-30,6
32,2022-08-06,1
32,2022-08-13,1
32,2022-08-20,2
32,2022-08-27,7
32,2022-09-03,3
32,2022-09-10,6
32,2022-09-17,8
32,2022-09-24,9
32,2022-10-01,14
32,2022-10-08,37
32,2022-10-15,8
32,2022-10-22,14
32,2022-10-29,12
32,2022-11-05,31
32,2022-11-12,80
32,2022-11-19,157
32,2022-11-26,252
32,2022-12-03,397
32,2022-12-10,366
32,2022-12-17,234
32,2022-12-24,233
32,2022-12-31,169
33,2021-01-02,7
33,2021-01-09,0
33,2021-01-16,0
33,2021-01-23,1
33,2021-01-30,1
33,2021-02-06,0
33,2021-02-13,1
33,2021-02-20,1
33,2021-02-27,0
33,2021-03-06,0
33,2021-03-13,0
33,2021-03-20,0
33,2021-03-27,1
33,2021-04-03,0
33,2021-04-10,1
33,2021-04-17,1
33,2021-04-24,1
33,2021-05-01,0
33,2021-05-08,3
33,2021-05-15,0
33,2021-05-22,0
33,2021-05-29,0
33,2021-06-05,0
33,2021-06-12,0
33,2021-06-19,5
33,2021-06-26,0
33,2021-07-03,0
33,2021-07-10,0
33,2021-07-17,0
33,2021-07-24,0
33,2021-07-31,0
33,2021-08-07,1
33,2021-08-14,0
33,2021-08-21,0
33,2021-08-28,0
33,2021-09-04,0
33,2021-09-11,0
33,2021-09-18,0
33,2021-09-25,1
33,2021-10-02,1
33,2021-10-09,0
33,2021-10-16,2
33,2021-10-23,1
33,2021-10-30,3
33,2021-11-06,0
33,2021-11-13,2
33,2021-11-20,0
33,2021-11-27,3
33,2021-12-04,0
33,2021-12-11,6
33,2021-12-18,11
33,2021-12-25,5
33,2022-01-01,8
33,2022-01-08,2
33,2022-01-15,10
33,2022-01-22,5
33,2022-01-29,1
33,2022-02-05,1
33,2022-02-12,11
33,2022-02-19,7
33,2022-02-26,4
33,2022-03-05,3
33,2022-03-12,17
33,2022-03-19,8
33,2022-03-26,9
33,2022-04-02,9
33,2022-04-09,16
33,2022-04-16,19
33,2022-04-23,32
33,2022-04-30,30
33,2022-05-07,26
33,2022-05-14,15
33,2022-05-21,14
33,2022-05-28,10
33,2022-06-04,8
33,2022-06-11,4
33,2022-06-18,2
33,2022-06-25,1
33,2022-07-02,3
33,2022-07-09,1
33,2022-07-16,0
33,2022-07-23,2
33,2022-07-30,2
33,2022-08-06,1
33,2022-08-13,1
33,2022-08-20,0
33,2022-08-27,0
33,2022-09-03,0
33,2022-09-10,0
33,2022-09-17,3
33,2022-09-24,2
33,2022-10-01,0
33,2022-10-08,0
33,2022-10-15,0
33,2022-10-22,1
33,2022-10-29,0
33,2022-11-05,3
33,2022-11-12,5
33,2022-11-19,7
33,2022-11-26,12
33,2022-12-03,36
33,2022-12-10,73
33,2022-12-17,87
33,2022-12-24,120
33,2022-12-31,141
34,2021-01-02,17
34,2021-01-09,14
34,2021-01-16,6
34,2021-01-23,14
34,2021-01-30,11
34,2021-02-06,9
34,2021-02-13,14
34,2021-02-20,14
34,2021-02-27,10
34,2021-03-06,6
34,2021-03-13,10
34,2021-03-20,18
34,2021-03-27,6
34,2021-04-03,11
34,2021-04-10,8
34,2021-04-17,11
34,2021-04-24,14
34,2021-05-01,5
34,2021-05-08,8
34,2021-05-15,28
34,2021-05-22,4
34,2021-05-29,3
34,2021-06-05,2
34,2021-06-12,11
34,2021-06-19,18
34,2021-06-26,2
34,2021-07-03,8
34,2021-07-10,8
34,2021-07-17,2
34,2021-07-24,9
34,2021-07-31,5
34,2021-08-07,5
34,2021-08-14,5
34,2021-08-21,5
34,2021-08-28,5
34,2021-09-04,4
34,2021-09-11,6
34,2021-09-18,3
34,2021-09-25,7
34,2021-10-02,11
34,2021-10-09,6
34,2021-10-16,2
34,2021-10-23,12
34,2021-10-30,3
34,2021-11-06,5
34,2021-11-13,9
34,2021-11-20,18
34,2021-11-27,24
34,2021-12-04,41
34,2021-12-11,48
34,2021-12-18,72
34,2021-12-25,56
34,2022-01-01,56
34,2022-01-08,41
34,2022-01-15,36
34,2022-01-22,15
34,2022-01-29,21
34,2022-02-05,27
34,2022-02-12,25
34,2022-02-19,32
34,2022-02-26,35
34,2022-03-05,41
34,2022-03-12,39
34,2022-03-19,52
34,2022-03-26,63
34,2022-04-02,94
34,2022-04-09,152
34,2022-04-16,130
34,2022-04-23,131
34,2022-04-30,129
34,2022-05-07,116
34,2022-05-14,108
34,2022-05-21,82
34,2022-05-28,79
34,2022-06-04,48
34,2022-06-11,50
34,2022-06-18,49
34,2022-06-25,17
34,2022-07-02,17
34,2022-07-09,18
34,2022-07-16,20
34,2022-07-23,7
34,2022-07-30,10
34,2022-08-06,19
34,2022-08-13,6
34,2022-08-20,15
34,2022-08-27,12
34,2022-09-03,9
34,2022-09-10,13
34,2022-09-17,9
34,2022-09-24,19
34,2022-10-01,17
34,2022-10-08,28
34,2022-10-15,31
34,2022-10-22,32
34,2022-10-29,76
34,2022-11-05,183
34,2022-11-12,309
34,2022-11-19,324
34,2022-11-26,581
34,2022-12-03,892
34,2022-12-10,738
34,2022-12-17,599
34,2022-12-24,523
34,2022-12-31,505
35,2021-01-02,1
35,2021-01-09,3
35,2021-01-16,16
35,2021-01-23,2
35,2021-01-30,2
35,2021-02-06,10
35,2021-02-13,3
35,2021-02-20,1
35,2021-02-27,2
35,2021-03-06,0
35,2021-03-13,0
35,2021-03-20,1
35,2021-03-27,0
35,2021-04-03,0
35,2021-04-10,8
35,2021-04-17,0
35,2021-04-24,0
35,2021-05-01,0
35,2021-05-08,0
35,2021-05-15,0
35,2021-05-22,1
35,2021-05-29,0
35,2021-06-05,9
35,2021-06-12,6
35,2021-06-19,6
35,2021-06-26,0
35,2021-07-03,0
35,2021-07-10,0
35,2021-07-17,2
35,2021-07-24,2
35,2021-07-31,2
35,2021-08-07,5
35,2021-08-14,1
35,2021-08-21,0
35,2021-08-28,0
35,2021-09-04,3
35,2021-09-11,0
35,2021-09-18,0
35,2021-09-25,3
35,2021-10-02,4
35,2021-10-09,2
35,2021-10-16,2
35,2021-10-23,4
35,2021-10-30,3
35,2021-11-06,1
35,2021-11-13,6
35,2021-11-20,1
35,2021-11-27,3
35,2021-12-04,6
35,2021-12-11,2
35,2021-12-18,4
35,2021-12-25,5
35,2022-01-01,3
35,2022-01-08,3
35,2022-01-15,2
35,2022-01-22,0
35,2022-01-29,0
35,2022-02-05,12
35,2022-02-12,7
35,2022-02-19,8
35,2022-02-26,3
35,2022-03-05,6
35,2022-03-12,8
35,2022-03-19,17
35,2022-03-26,43
35,2022-04-02,40
35,2022-04-09,42
35,2022-04-16,28
35,2022-04-23,48
35,2022-04-30,55
35,2022-05-07,69
35,2022-05-14,34
35,2022-05-21,69
35,2022-05-28,50
35,2022-06-04,54
35,2022-06-11,27
35,2022-06-18,16
35,2022-06-25,8
35,2022-07-02,14
35,2022-07-09,0
35,2022-07-16,6
35,2022-07-23,5
35,2022-07-30,3
35,2022-08-06,6
35,2022-08-13,7
35,2022-08-20,7
35,2022-08-27,6
35,2022-09-03,21
35,2022-09-10,7
35,2022-09-17,4
35,2022-09-24,9
35,2022-10-01,12
35,2022-10-08,27
35,2022-10-15,22
35,2022-10-22,29
35,2022-10-29,56
35,2022-11-05,97
35,2022-11-12,154
35,2022-11-19,159
35,2022-11-26,190
35,2022-12-03,371
35,2022-12-10,417
35,2022-12-17,346
35,2022-12-24,345
35,2022-12-31,269
36,2021-01-02,20
36,2021-01-09,10
36,2021-01-16,23
36,2021-01-23,19
36,2021-01-30,26
36,2021-02-06,22
36,2021-02-13,13
36,2021-02-20,21
36,2021-02-27,13
36,2021-03-06,15
36,2021-03-13,14
36,2021-03-20,13
36,2021-03-27,15
36,2021-04-03,25
36,2021-04-10,27
36,2021-04-17,20
36,2021-04-24,20
36,2021-05-01,17
36,2021-05-08,11
36,2021-05-15,19
36,2021-05-22,14
36,2021-05-29,16
36,2021-06-05,14
36,2021-06-12,5
36,2021-06-19,1
36,2021-06-26,0
36,2021-07-03,2
36,2021-07-10,1
36,2021-07-17,3
36,2021-07-24,1
36,2021-07-31,0
36,2021-08-07,8
36,2021-08-14,7
36,2021-08-21,7
36,2021-08-28,8
36,2021-09-04,8
36,2021-09-11,9
36,2021-09-18,7
36,2021-09-25,9
36,2021-10-02,9
36,2021-10-09,10
36,2021-10-16,8
36,2021-10-23,9
36,2021-10-30,14
36,2021-11-06,19
36,2021-11-13,14
36,2021-11-20,24
36,2021-11-27,24
36,2021-12-04,47
36,2021-12-11,82
36,2021-12-18,83
36,2021-12-25,66
36,2022-01-01,78
36,2022-01-08,42
36,2022-01-15,47
36,2022-01-22,22
36,2022-01-29,17
36,2022-02-05,18
36,2022-02-12,34
36,2022-02-19,30
36,2022-02-26,38
36,2022-03-05,56
36,2022-03-12,57
36,2022-03-19,101
36,2022-03-26,87
36,2022-04-02,180
36,2022-04-09,191
36,2022-04-16,245
36,2022-04-23,302
36,2022-04-30,265
36,2022-05-07,239
36,2022-05-14,201
36,2022-05-21,177
36,2022-05-28,169
36,2022-06-04,119
36,2022-06-11,102
36,2022-06-18,89
36,2022-06-25,63
36,2022-07-02,43
36,2022-07-09,35
36,2022-07-16,36
36,2022-07-23,12
36,2022-07-30,15
36,2022-08-06,11
36,2022-08-13,10
36,2022-08-20,19
36,2022-08-27,26
36,2022-09-03,21
36,2022-09-10,14
36,2022-09-17,20
36,2022-09-24,12
36,2022-10-01,29
36,2022-10-08,38
36,2022-10-15,49
36,2022-10-22,49
36,2022-10-29,107
36,2022-11-05,206
36,2022-11-12,300
36,2022-11-19,508
36,2022-11-26,871
36,2022-12-03,1350
36,2022-12-10,1531
36,2022-12-17,1745
36,2022-12-24,1477
36,2022-12-31,1266
37,2021-01-02,18
37,2021-01-09,11
37,2021-01-16,13
37,2021-01-23,3
37,2021-01-30,11
37,2021-02-06,8
37,2021-02-13,13
37,2021-02-20,10
37,2021-02-27,5
37,2021-03-06,2
37,2021-03-13,5
37,2021-03-20,5
37,2021-03-27,3
37,2021-04-03,0
37,2021-04-10,8
37,2021-04-17,15
37,2021-04-24,61
37,2021-05-01,105
37,2021-05-08,30
37,2021-05-15,13
37,2021-05-22,11
37,2021-05-29,6
37,2021-06-05,6
37,2021-06-12,10
37,2021-06-19,5
37,2021-06-26,7
37,2021-07-03,5
37,2021-07-10,3
37,2021-07-17,8
37,2021-07-24,8
37,2021-07-31,10
37,2021-08-07,5
37,2021-08-14,15
37,2021-08-21,10
37,2021-08-28,4
37,2021-09-04,6
37,2021-09-11,15
37,2021-09-18,11
37,2021-09-25,8
37,2021-10-02,14
37,2021-10-09,14
37,2021-10-16,24
37,2021-10-23,36
37,2021-10-30,48
37,2021-11-06,38
37,2021-11-13,4
37,2021-11-20,3
37,2021-11-27,24
37,2021-12-04,22
37,2021-12-11,42
37,2021-12-18,45
37,2021-12-25,98
37,2022-01-01,180
37,2022-01-08,174
37,2022-01-15,114
37,2022-01-22,47
37,2022-01-29,25
37,2022-02-05,30
37,2022-02-12,32
37,2022-02-19,32
37,2022-02-26,36
37,2022-03-05,54
37,2022-03-12,52
37,2022-03-19,15
37,2022-03-26,25
37,2022-04-02,37
37,2022-04-09,45
37,2022-04-16,53
37,2022-04-23,56
37,2022-04-30,60
37,2022-05-07,51
37,2022-05-14,47
37,2022-05-21,54
37,2022-05-28,34
37,2022-06-04,30
37,2022-06-11,45
37,2022-06-18,73
37,2022-06-25,48
37,2022-07-02,41
37,2022-07-09,19
37,2022-07-16,41
37,2022-07-23,41
37,2022-07-30,8
37,2022-08-06,2
37,2022-08-13,12
37,2022-08-20,13
37,2022-08-27,13
37,2022-09-03,8
37,2022-09-10,14
37,2022-09-17,17
37,2022-09-24,13
37,2022-10-01,21
37,2022-10-08,22
37,2022-10-15,32
37,2022-10-22,79
37,2022-10-29,211
37,2022-11-05,281
37,2022-11-12,371
37,2022-11-19,369
37,2022-11-26,467
37,2022-12-03,600
37,2022-12-10,385
37,2022-12-17,316
37,2022-12-24,297
37,2022-12-31,306
38,2021-01-02,0
38,2021-01-09,1
38,2021-01-16,1
38,2021-01-23,0
38,2021-01-30,1
38,2021-02-06,0
38,2021-02-13,0
38,2021-02-20,0
38,2021-02-27,0
38,2021-03-06,0
38,2021-03-13,0
38,2021-03-20,0
38,2021-03-27,0
38,2021-04-03,0
38,2021-04-10,1
38,2021-04-17,0
38,2021-04-24,0
38,2021-05-01,0
38,2021-05-08,0
38,2021-05-15,1
38,2021-05-22,0
38,2021-05-29,1
38,2021-06-05,0
38,2021-06-12,0
38,2021-06-19,1
38,2021-06-26,3
38,2021-07-03,0
38,2021-07-10,4
38,2021-07-17,2
38,2021-07-24,1
38,2021-07-31,3
38,2021-08-07,3
38,2021-08-14,3
38,2021-08-21,1
38,2021-08-28,3
38,2021-09-04,2
38,2021-09-11,6
38,2021-09-18,3
38,2021-09-25,0
38,2021-10-02,1
38,2021-10-09,1
38,2021-10-16,2
38,2021-10-23,0
38,2021-10-30,3
38,2021-11-06,1
38,2021-11-13,3
38,2021-11-20,1
38,2021-11-27,5
38,2021-12-04,7
38,2021-12-11,3
38,2021-12-18,7
38,2021-12-25,14
38,2022-01-01,46
38,2022-01-08,39
38,2022-01-15,31
38,2022-01-22,22
38,2022-01-29,13
38,2022-02-05,16
38,2022-02-12,5
38,2022-02-19,5
38,2022-02-26,0
38,2022-03-05,2
38,2022-03-12,6
38,2022-03-19,4
38,2022-03-26,5
38,2022-04-02,3
38,2022-04-09,5
38,2022-04-16,7
38,2022-04-23,5
38,2022-04-30,2
38,2022-05-07,1
38,2022-05-14,1
38,2022-05-21,1
38,2022-05-28,0
38,2022-06-04,3
38,2022-06-11,2
38,2022-06-18,0
38,2022-06-25,0
38,2022-07-02,0
38,2022-07-09,0
38,2022-07-16,1
38,2022-07-23,2
38,2022-07-30,0
38,2022-08-06,2
38,2022-08-13,2
38,2022-08-20,0
38,2022-08-27,0
38,2022-09-03,5
38,2022-09-10,0
38,2022-09-17,0
38,2022-09-24,1
38,2022-10-01,0
38,2022-10-08,0
38,2022-10-15,2
38,2022-10-22,1
38,2022-10-29,2
38,2022-11-05,5
38,2022-11-12,10
38,2022-11-19,12
38,2022-11-26,28
38,2022-12-03,49
38,2022-12-10,59
38,2022-12-17,95
38,2022-12-24,70
38,2022-12-31,81
39,2021-01-02,20
39,2021-01-09,11
39,2021-01-16,5
39,2021-01-23,13
39,2021-01-30,7
39,2021-02-06,5
39,2021-02-13,12
39,2021-02-20,20
39,2021-02-27,17
39,2021-03-06,13
39,2021-03-13,11
39,2021-03-20,4
39,2021-03-27,13
39,2021-04-03,7
39,2021-04-10,0
39,2021-04-17,10
39,2021-04-24,3
39,2021-05-01,2
39,2021-05-08,1
39,2021-05-15,2
39,2021-05-22,1
39,2021-05-29,3
39,2021-06-05,0
39,2021-06-12,4
39,2021-06-19,2
39,2021-06-26,0
39,2021-07-03,7
39,2021-07-10,0
39,2021-07-17,0
39,2021-07-24,0
39,2021-07-31,10
39,2021-08-07,29
39,2021-08-14,1
39,2021-08-21,3
39,2021-08-28,3
39,2021-09-04,1
39,2021-09-11,4
39,2021-09-18,6
39,2021-09-25,4
39,2021-10-02,11
39,2021-10-09,8
39,2021-10-16,8
39,2021-10-23,12
39,2021-10-30,11
39,2021-11-06,15
39,2021-11-13,11
39,2021-11-20,9
39,2021-11-27,17
39,2021-12-04,44
39,2021-12-11,43
39,2021-12-18,77
39,2021-12-25,91
39,2022-01-01,180
39,2022-01-08,85
39,2022-01-15,68
39,2022-01-22,24
39,2022-01-29,37
39,2022-02-05,20
39,2022-02-12,29
39,2022-02-19,41
39,2022-02-26,33
39,2022-03-05,50
39,2022-03-12,86
39,2022-03-19,104
39,2022-03-26,106
39,2022-04-02,100
39,2022-04-09,135
39,2022-04-16,123
39,2022-04-23,136
39,2022-04-30,100
39,2022-05-07,104
39,2022-05-14,82
39,2022-05-21,61
39,2022-05-28,47
39,2022-06-04,41
39,2022-06-11,25
39,2022-06-18,24
39,2022-06-25,12
39,2022-07-02,18
39,2022-07-09,4
39,2022-07-16,8
39,2022-07-23,12
39,2022-07-30,7
39,2022-08-06,3
39,2022-08-13,1
39,2022-08-20,12
39,2022-08-27,14
39,2022-09-03,13
39,2022-09-10,16
39,2022-09-17,5
39,2022-09-24,12
39,2022-10-01,17
39,2022-10-08,18
39,2022-10-15,32
39,2022-10-22,39
39,2022-10-29,115
39,2022-11-05,211
39,2022-11-12,244
39,2022-11-19,329
39,2022-11-26,646
39,2022-12-03,966
39,2022-12-10,952
39,2022-12-17,979
39,2022-12-24,785
39,2022-12-31,696
40,2021-01-02,22
40,2021-01-09,18
40,2021-01-16,7
40,2021-01-23,3
40,2021-01-30,12
40,2021-02-06,12
40,2021-02-13,9
40,2021-02-20,9
40,2021-02-27,13
40,2021-03-06,15
40,2021-03-13,3
40,2021-03-20,9
40,2021-03-27,7
40,2021-04-03,13
40,2021-04-10,13
40,2021-04-17,7
40,2021-04-24,6
40,2021-05-01,4
40,2021-05-08,15
40,2021-05-15,7
40,2021-05-22,8
40,2021-05-29,20
40,2021-06-05,10
40,2021-06-12,11
40,2021-06-19,6
40,2021-06-26,6
40,2021-07-03,5
40,2021-07-10,6
40,2021-07-17,17
40,2021-07-24,7
40,2021-07-31,12
